"id","nome","nome_ptbr","tipo","subtipo","raridade","descricao"
1751,"Potion of Greater Invisibility","Poção of Greater Invisibility","consumivel","pocao","Muito Raro","[PLACEHOLDER] This potion's container looks empty but feels as though it holds liquid. When you drink the potion, you have the Invisible condition for 1 hour."
1766,"Potion of Longevity","Poção of Longevity","consumivel","pocao","Muito Raro","[PLACEHOLDER] When you drink this potion, your physical age is reduced by 1d6 + 6 years, to a minimum of 13 years. Each time you subsequently drink a potion of longevity, there is a 10 cumulative chance that you instead age by 1d6 + 6 years. Suspended in this amber liquid are a scorpion's tail, an adder's fang, a dead spider, and a tiny heart that, against all reason, is still beating. These ingredients vanish when the potion is opened."
1771,"Potion of Mind Control (monster)","Poção of Mind Control (monster)","consumivel","pocao","Muito Raro","[PLACEHOLDER] When you drink a potion of mind control, you can cast a dominate spell (save 15) on a specific creature if you do so before the end of your next turn. If you don't, the potion is wasted. A potion of mind control produces the effect of a dominate monster spell. If the target's initial saving throw fails, the effect lasts for 1 hour, with no concentration required on your part. The charmed creature has disadvantage on new saving throws to break the effect during this time."
1781,"Potion of Possibility","Poção of Possibility","consumivel","pocao","Muito Raro","[PLACEHOLDER] When you drink this clear potion, you gain two Fragments of Possibility, each of which looks like a Tiny, grayish bead of energy that follows you around, staying within 1 foot of you at all times. Each fragment lasts for 8 hours or until used. When you make an attack roll, an ability check, or a saving throw, you can expend your fragment to roll an additional d20 and choose which of the d20s to use. Alternatively, when an attack roll is made against you, you can expend your fragment to roll a..."
1796,"Potion of Supreme Healing","Poção of Supreme Healing","consumivel","pocao","Muito Raro","[PLACEHOLDER] You regain 10d4 + 20 hit points when you drink this potion. The potion's red liquid glimmers when agitated."
1800,"Potion of Vitality","Poção of Vitality","consumivel","pocao","Muito Raro","[PLACEHOLDER] When you drink this potion, it removes any exhaustion you are suffering and cures any disease or poison affecting you. For the next 24 hours, you regain the maximum number of hit points for any Hit Die you spend. The potion's crimson liquid regularly pulses with dull light, calling to mind a heartbeat."
2181,"Spell Scroll (6th Level)","Spell Pergaminho (6th Level)","consumivel","pergaminho","Muito Raro","[PLACEHOLDER] A spell scroll bears the words of a single spell, written as a mystical cipher. If the spell is on your class's spell list, you can read the scroll and cast its spell without providing any material components. Otherwise, the scroll is unintelligible. Casting the spell by reading the scroll requires the spell's normal casting time. Once the spell is cast, the words on the scroll fade, and it crumbles to dust. If the casting is interrupted, the scroll is not lost. If the spell is on your class'..."
2182,"Spell Scroll (7th Level)","Spell Pergaminho (7th Level)","consumivel","pergaminho","Muito Raro","[PLACEHOLDER] A spell scroll bears the words of a single spell, written as a mystical cipher. If the spell is on your class's spell list, you can read the scroll and cast its spell without providing any material components. Otherwise, the scroll is unintelligible. Casting the spell by reading the scroll requires the spell's normal casting time. Once the spell is cast, the words on the scroll fade, and it crumbles to dust. If the casting is interrupted, the scroll is not lost. If the spell is on your class'..."
2183,"Spell Scroll (8th Level)","Spell Pergaminho (8th Level)","consumivel","pergaminho","Muito Raro","[PLACEHOLDER] A spell scroll bears the words of a single spell, written as a mystical cipher. If the spell is on your class's spell list, you can read the scroll and cast its spell without providing any material components. Otherwise, the scroll is unintelligible. Casting the spell by reading the scroll requires the spell's normal casting time. Once the spell is cast, the words on the scroll fade, and it crumbles to dust. If the casting is interrupted, the scroll is not lost. If the spell is on your class'..."
2192,"Spell Scroll (Level 6)","Spell Pergaminho (Level 6)","consumivel","pergaminho","Muito Raro","[PLACEHOLDER] A Spell Scroll bears the words of a single spell, written in a mystical cipher. If the spell is on your spell list, you can read the scroll and cast its spell without Material components. Otherwise, the scroll is unintelligible. Casting the spell by reading the scroll requires the spell's normal casting time. Once the spell is cast, the scroll crumbles to dust. If the casting is interrupted, the scroll isn't lost. If the spell is on your spell list but of a higher level than you can normally ..."
2193,"Spell Scroll (Level 7)","Spell Pergaminho (Level 7)","consumivel","pergaminho","Muito Raro","[PLACEHOLDER] A Spell Scroll bears the words of a single spell, written in a mystical cipher. If the spell is on your spell list, you can read the scroll and cast its spell without Material components. Otherwise, the scroll is unintelligible. Casting the spell by reading the scroll requires the spell's normal casting time. Once the spell is cast, the scroll crumbles to dust. If the casting is interrupted, the scroll isn't lost. If the spell is on your spell list but of a higher level than you can normally ..."
2194,"Spell Scroll (Level 8)","Spell Pergaminho (Level 8)","consumivel","pergaminho","Muito Raro","[PLACEHOLDER] A Spell Scroll bears the words of a single spell, written in a mystical cipher. If the spell is on your spell list, you can read the scroll and cast its spell without Material components. Otherwise, the scroll is unintelligible. Casting the spell by reading the scroll requires the spell's normal casting time. Once the spell is cast, the scroll crumbles to dust. If the casting is interrupted, the scroll isn't lost. If the spell is on your spell list but of a higher level than you can normally ..."
3545,"Potion of Infinite Possibilities","Poção of Infinite Possibilities","consumivel","pocao","Muito Raro","[PLACEHOLDER] This deep purple potion swirls with glittering flashes of red, green, and blue and smells faintly of ozone. For 1 hour after drinking this potion, you gain the following benefits: * You have blindsight out to a range of 60 feet. * When you roll a 1 on an ability check, saving throw, or attack roll, you can reroll the die and must use the new roll.  *You can see into the Ethereal Plane. Ethereal creatures and objects appear ghostly and translucent. When the duration ends, you are stunned until..."
3555,"Potion of Sand Form","Poção of Sand Form","consumivel","pocao","Muito Raro","[PLACEHOLDER] This potion's container holds a gritty liquid that moves and pours like water filled with fine particles of sand. When you drink this potion, you gain the effect of the gaseous form spell for 1 hour (no concentration required) or until you end the effect as a bonus action. While in this gaseous form, your appearance is that of a vortex of spiraling sand instead of a misty cloud. In addition, you have advantage on Dexterity (Stealth) checks while in a sandy environment, and, while motionless i..."
3954,"Superior Potion of Troll Blood","Superior Poção of Troll Blood","consumivel","pocao","Muito Raro","[PLACEHOLDER] When you drink this potion, you regain 5 hit points at the start of each of your turns. After it has restored 50 hit points, the potion's effects end."
1720,"Potion of Aqueous Form","Poção of Aqueous Form","consumivel","pocao","Raro","[PLACEHOLDER] When you drink this potion, you transform into a pool of water. You return to your true form after 10 minutes or if you are incapacitated or die. You're under the following effects while in this form:"
